Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
18,USA Northeast,Martinsville,New Jers,NJ2DG  B,NJ2DG  G,441.65,DUP+,5,DV,,,YES,Approximate,40.62,-74.56,-5:00
18,USA Northeast,Martinsville,New Jers,NJ2DG  C,NJ2DG  G,145.14,DUP-,0.6,DV,,,YES,Approximate,40.62,-74.56,-5:00
18,USA Northeast,Newton,New Jers,KD2DZE C,KD2DZE G,145.7,DUP-,0,DV,,,YES,Approximate,41.08,-74.75,-5:00
18,USA Northeast,Vineland,New Jers,K2GOD  B,K2GOD  G,446.625,DUP-,5,DV,,,YES,Approximate,39.51,-75,-5:00
18,USA Northeast,Albany,New York,WA2UMX B,WA2UMX G,443.3,DUP+,5,DV,,,YES,Approximate,42.63,-74.01,-5:00
18,USA Northeast,Batavia,New York,KD2FET B,KD2FET G,444.9625,DUP+,5,DV,,,YES,Approximate,43.01,-78.11,-5:00
18,USA Northeast,Brooklyn,New York,WG2MSK B,WG2MSK G,445.475,DUP-,5,DV,,,YES,Approximate,40.67,-73.97,-5:00
18,USA Northeast,Buffalo/Niagara,New York,N2CID  B,N2CID  G,442.1875,DUP-,5,DV,,,YES,Approximate,42.89,-78.87,-5:00
18,USA Northeast,Buffalo/Niagara,New York,KD2GBR C,KD2GBR G,146.73,DUP+,0.6,DV,,,YES,Approximate,43.08,-78.83,-5:00
18,USA Northeast,Buffalo/Niagara,New York,KD2GBR B,KD2GBR G,444.8375,DUP+,5,DV,,,YES,Approximate,43.08,-78.83,-5:00
18,USA Northeast,Carmel,New York,K2PUT  B,K2PUT  G,445.875,DUP-,5,DV,,,YES,Approximate,41.47,-73.72,-5:00
18,USA Northeast,Fairport,New York,KB2VZS B,KB2VZS G,444.8,DUP+,5,DV,,,YES,Approximate,43.1,-77.44,-5:00
18,USA Northeast,Falconer,New York,KD2LWX B,KD2LWX G,444.975,DUP+,5,DV,,,YES,Approximate,42.17,-79.21,-5:00
18,USA Northeast,Fort Drum,New York,KE7WWT B,KE7WWT G,434,DUP-,0,DV,,,YES,Approximate,44.03,-75.83,-5:00
18,USA Northeast,Fort Drum,New York,KE7WWT C,KE7WWT G,145.67,DUP-,0,DV,,,YES,Approximate,44.03,-75.83,-5:00
18,USA Northeast,Fredonia,New York,KD2MNA C,KD2MNA G,147.195,DUP+,0.6,DV,,,YES,Approximate,42.44,-79.32,-5:00
18,USA Northeast,Haverstraw,New York,W2LGB  B,W2LGB  G,449.1875,DUP-,5,DV,,,YES,Approximate,41.61,-74.09,-5:00
18,USA Northeast,Hemlock,New York,K2BWK  B,K2BWK  G,443.5,DUP+,5,DV,,,YES,Approximate,42.77,-77.54,-5:00
18,USA Northeast,Hemlock,New York,K2BWK  C,K2BWK  G,147.375,DUP+,0.6,DV,,,YES,Approximate,42.77,-77.54,-5:00
18,USA Northeast,Ithaca,New York,AF2A   B,AF2A   G,449.025,DUP-,5,DV,,,YES,Approximate,42.49,-76.45,-5:00
18,USA Northeast,Lake Grove,New York,KD2DIP B,KD2DIP G,438.9,DUP-,0,DV,,,YES,Approximate,40.85,-73.12,-5:00
18,USA Northeast,Mayville NY,New York,KD2LYO C,KD2LYO G,146.76,DUP-,0.6,DV,,,YES,Approximate,42.26,-79.5,-5:00
18,USA Northeast,N Lindenhurst,New York,W2TOB  B,W2TOB  G,440.25,DUP+,5,DV,,,YES,Approximate,40.71,-73.37,-5:00
18,USA Northeast,Otisville,New York,K9RRD  B,K9RRD  G,448.575,DUP-,5,DV,,,YES,Approximate,41.45,-74.56,-5:00
18,USA Northeast,Selden,New York,WD2NY  B,WD2NY  G,445.725,DUP-,5,DV,,,YES,Approximate,40.84,-73.07,-5:00
18,USA Northeast,Sodus,New York,WA2EMO B,WA2EMO G,444.75,DUP+,5,DV,,,YES,Approximate,43.15,-77.06,-5:00
18,USA Northeast,Stanley,New York,KD2HVC B,KD2HVC G,444.3,DUP+,5,DV,,,YES,Approximate,42.81,-77.08,-5:00
18,USA Northeast,Thiells,New York,KD2EQY B,KD2EQY G,449.675,DUP-,5,DV,,,YES,Approximate,41.21,-74.01,-5:00
18,USA Northeast,Valhalla,New York,W2ECA  B,W2ECA  G,448.1875,DUP-,5,DV,,,YES,Approximate,41.09,-73.8,-5:00
18,USA Northeast,Westbury,New York,NC2EC  C,NC2EC  G,146.67,DUP-,0.6,DV,,,YES,Approximate,40.77,-73.55,-5:00
18,USA Northeast,Westbury,New York,NC2EC  B,NC2EC  G,448.575,DUP-,5,DV,,,YES,Approximate,40.77,-73.55,-5:00
18,USA Northeast,Akron,Ohio,KE8LDH B,KE8LDH G,442.5125,DUP+,5,DV,,,YES,Approximate,41.07,-81.55,-5:00
18,USA Northeast,Cincinnati,Ohio,K8BIG  C,K8BIG  G,145.35,DUP-,0.6,DV,,,YES,Approximate,39.13,-84.49,-5:00
18,USA Northeast,Cincinnati,Ohio,K8BIG  B,K8BIG  G,444,DUP+,5,DV,,,YES,Approximate,39.13,-84.49,-5:00
18,USA Northeast,Cleveland,Ohio,WB8THD C,WB8THD G,145.35,DUP-,0.6,DV,,,YES,Approximate,41.62,-81.43,-5:00
18,USA Northeast,Cleveland,Ohio,WB8THD B,WB8THD G,442.325,DUP+,5,DV,,,YES,Approximate,41.62,-81.43,-5:00
18,USA Northeast,Columbus,Ohio,W8CMH  C,W8CMH  G,145.49,DUP-,0.6,DV,,,YES,Approximate,39.96,-83,-5:00
18,USA Northeast,Columbus,Ohio,W8CMH  B,W8CMH  G,444,DUP+,5,DV,,,YES,Approximate,39.96,-83,-5:00
18,USA Northeast,Columbus,Ohio,W8DIG  B,W8DIG  G,442.65,DUP+,5,DV,,,YES,Approximate,40.08,-82.91,-5:00
18,USA Northeast,Columbus,Ohio,W8DIG  C,W8DIG  G,145.39,DUP-,0.6,DV,,,YES,Approximate,40.08,-82.91,-5:00
18,USA Northeast,Columbus,Ohio,W8LT   B,W8LT   G,442.6,DUP+,5,DV,,,YES,Approximate,40.01,-83.03,-5:00
18,USA Northeast,Dayton,Ohio,W8HEQ  C,W8HEQ  G,145.27,DUP-,0.6,DV,,,YES,Approximate,39.85,-84.09,-5:00
18,USA Northeast,Dayton,Ohio,W8HEQ  B,W8HEQ  G,444.0875,DUP+,5,DV,,,YES,Approximate,39.85,-84.09,-5:00
18,USA Northeast,Dayton,Ohio,W8RTL  C,W8RTL  G,147.105,DUP+,0.6,DV,,,YES,Approximate,39.6,-83.89,-5:00
18,USA Northeast,Dayton,Ohio,W8RTL  B,W8RTL  G,443.05,DUP+,5,DV,,,YES,Approximate,39.6,-83.89,-5:00
18,USA Northeast,Doylestown,Ohio,W8WKY  B,W8WKY  G,442.275,DUP+,5,DV,,,YES,Approximate,40.99,-81.69,-5:00
18,USA Northeast,Lebanon,Ohio,KE8AOQ B,KE8AOQ G,443.15,DUP+,5,DV,,,YES,Approximate,39.46,-84.15,-5:00
18,USA Northeast,Lima,Ohio,KT8APR B,KT8APR G,443.625,DUP+,5,DV,,,YES,Approximate,40.75,-84.13,-5:00
18,USA Northeast,Maplewood,Ohio,KD8YFZ B,KD8YFZ G,442.35,DUP+,5,DV,,,YES,Approximate,40.4,-84.07,-5:00
18,USA Northeast,Newport,Ohio,W8ORG  B,W8ORG  G,443.6,DUP+,5,DV,,,YES,Approximate,39.41,-81.24,-5:00
18,USA Northeast,Oregon,Ohio,KD8QOF B,KD8QOF G,444.25,DUP+,5,DV,,,YES,Approximate,41.69,-83.41,-5:00
18,USA Northeast,Perrysburg,Ohio,W8ODR  B,W8ODR  G,444.5125,DUP+,5,DV,,,YES,Approximate,41.52,-83.64,-5:00
18,USA Northeast,Rittman,Ohio,KE8LDG B,KE8LDG G,442.7375,DUP+,5,DV,,,YES,Approximate,40.99,-81.79,-5:00
18,USA Northeast,Rittman,Ohio,WW8TF  B,WW8TF  G,442.375,DUP+,5,DV,,,YES,Approximate,40.99,-81.8,-5:00
18,USA Northeast,Sandusky,Ohio,K8RRG  B,K8RRG  G,444.7625,DUP+,5,DV,,,YES,Approximate,41.43,-82.67,-5:00
18,USA Northeast,Stoutsville,Ohio,W8BAP  B,W8BAP  G,443.0625,DUP+,5,DV,,,YES,Approximate,39.62,-82.77,-5:00
18,USA Northeast,Tallmadge,Ohio,N8DXE  C,N8DXE  G,146.985,DUP-,0.6,DV,,,YES,Approximate,41.08,-81.41,-5:00
18,USA Northeast,Tiffin,Ohio,KB8EOC C,KB8EOC G,147.5,DUP-,0,DV,,,YES,Approximate,41.13,-83.18,-5:00
18,USA Northeast,Tiffin,Ohio,KB8EOC B,KB8EOC G,443.125,DUP+,5,DV,,,YES,Approximate,41.13,-83.18,-5:00
18,USA Northeast,Tiffin,Ohio,KC8BOO C,KC8BOO G,147.29,DUP+,0.6,DV,,,YES,Approximate,41.11,-83.16,-5:00
18,USA Northeast,Tiffin,Ohio,KC8BOO B,KC8BOO G,446.7,DUP-,0,DV,,,YES,Approximate,41.11,-83.16,-5:00
18,USA Northeast,Toledo,Ohio,W8HHF  B,W8HHF  G,442.75,DUP+,5,DV,,,YES,Approximate,41.66,-83.53,-5:00
18,USA Northeast,Upper Arlington,Ohio,KE8EMD B,KE8EMD G,443.9875,DUP+,5,DV,,,YES,Approximate,40.05,-83.09,-5:00
18,USA Northeast,Wilmington,Ohio,W8GO   B,W8GO   G,442.15,DUP+,5,DV,,,YES,Approximate,39.45,-83.84,-5:00
18,USA Northeast,Wilmington,Ohio,W8GO   C,W8GO   G,145.16,DUP-,0.6,DV,,,YES,Approximate,39.45,-83.84,-5:00
18,USA Northeast,Youngstown,Ohio,K8WGR  B,K8WGR  G,442.725,DUP+,5,DV,,,YES,Approximate,41.14,-80.73,-5:00
18,USA Northeast,Allentown,Pennsylv,W3OI   B,W3OI   G,445.025,DUP-,5,DV,,,YES,Approximate,40.57,-75.43,-5:00
18,USA Northeast,Allentown,Pennsylv,W3OI   C,W3OI   G,147.165,DUP+,0.6,DV,,,YES,Approximate,40.57,-75.43,-5:00
18,USA Northeast,Atlantic,Pennsylv,K3AWS  C,K3AWS  G,147.15,DUP+,0.6,DV,,,YES,Approximate,41.51,-80.3,-5:00
18,USA Northeast,Bradford,Pennsylv,KC3ESS B,KC3ESS G,444.775,DUP+,5,DV,,,YES,Approximate,41.98,-78.61,-5:00
18,USA Northeast,Eagleville,Pennsylv,AA3E   B,AA3E   G,445.01875,DUP-,5,DV,,,YES,Approximate,40.16,-75.41,-5:00
18,USA Northeast,East Stroudsburg,Pennsylv,KB3TEM C,KB3TEM G,146.55,DUP-,0.6,DV,,,YES,Approximate,41.01,-75.18,-5:00
18,USA Northeast,Greensburg,Pennsylv,WC3PS  B,WC3PS  G,442.15,DUP+,5,DV,,,YES,Approximate,40.32,-79.49,-5:00
18,USA Northeast,Greensburg,Pennsylv,WC3PS  C,WC3PS  G,145.44,DUP-,0.6,DV,,,YES,Approximate,40.32,-79.49,-5:00
18,USA Northeast,Kylertown,Pennsylv,W3PHB  C,W3PHB  G,147.255,DUP+,0.6,DV,,,YES,Approximate,40.99,-78.17,-5:00
18,USA Northeast,Lima,Pennsylv,W3AEC  B,W3AEC  G,440.05625,DUP+,5,DV,,,YES,Approximate,39.92,-75.44,-5:00
18,USA Northeast,Mohrsville,Pennsylv,K3TI   B,K3TI   G,445.55,DUP-,5,DV,,,YES,Approximate,40.47,-76.01,-5:00
18,USA Northeast,Mohrsville,Pennsylv,K3TI   C,K3TI   G,145.34,DUP-,0.6,DV,,,YES,Approximate,40.47,-76.01,-5:00
18,USA Northeast,Nazareth,Pennsylv,W3OK   C,W3OK   G,145.11,DUP-,0.6,DV,,,YES,Approximate,40.75,-75.33,-5:00
18,USA Northeast,New Castle,Pennsylv,KB3YBB B,KB3YBB G,443.075,DUP+,5,DV,,,YES,Approximate,41,-80.33,-5:00
18,USA Northeast,Philadelphia,Pennsylv,K3PDR  B,K3PDR  G,445.18125,DUP-,5,DV,,,YES,Approximate,40.09,-75.18,-5:00
18,USA Northeast,Philadelphia,Pennsylv,K3PDR  C,K3PDR  G,146.61,DUP-,0.6,DV,,,YES,Approximate,40.09,-75.18,-5:00
18,USA Northeast,Philipsburg,Pennsylv,KC3BMB B,KC3BMB G,444.75,DUP+,5,DV,,,YES,Approximate,40.9,-78.25,-5:00
18,USA Northeast,Pittsburgh,Pennsylv,W3EXW  B,W3EXW  G,444.35,DUP+,5,DV,,,YES,Approximate,40.45,-79.96,-5:00
18,USA Northeast,Pittsburgh,Pennsylv,W3EXW  C,W3EXW  G,146.82,DUP-,0.6,DV,,,YES,Approximate,40.45,-79.96,-5:00
18,USA Northeast,Pocopson,Pennsylv,W3EOC  B,W3EOC  G,445.06875,DUP-,5,DV,,,YES,Approximate,39.91,-75.66,-5:00
18,USA Northeast,Pocopson,Pennsylv,W3EOC  C,W3EOC  G,146.49,DUP+,1,DV,,,YES,Approximate,39.91,-75.66,-5:00
18,USA Northeast,Schnecksville,Pennsylv,W3EPE  B,W3EPE  G,445.225,DUP-,5,DV,,,YES,Approximate,40.69,-75.62,-5:00
18,USA Northeast,University Park,Pennsylv,K3CR   C,K3CR   G,145.37,DUP-,0.6,DV,,,YES,Approximate,40.85,-77.85,-5:00
18,USA Northeast,Warren,Pennsylv,KB3BSA B,KB3BSA G,442.225,DUP+,5,DV,,,YES,Approximate,41.82,-79.07,-5:00
18,USA Northeast,Portsmouth,Rhode Is,W1AAD  C,W1AAD  G,145.3,DUP-,0.6,DV,,,YES,Approximate,41.58,-71.23,-5:00
18,USA Northeast,W.Warwick,Rhode Is,W1HDN  C,W1HDN  G,147.045,DUP+,0.6,DV,,,YES,Approximate,41.67,-71.51,-5:00
18,USA Northeast,Alexandria,Virginia,W4HFH  B,W4HFH  G,442.06,DUP+,5,DV,,,YES,Approximate,38.83,-77.1,-5:00
18,USA Northeast,Alexandria,Virginia,W4HFH  C,W4HFH  G,145.38,DUP-,0.6,DV,,,YES,Approximate,38.83,-77.1,-5:00
18,USA Northeast,Fort Belvoir,Virginia,KK4GEI C,KK4GEI G,145.65,DUP-,0,DV,,,YES,Approximate,38.73,-77.13,-5:00
18,USA Northeast,Fort Belvoir,Virginia,KK4GEI A,KK4GEI G,145.65,DUP-,0,DV,,,YES,Approximate,38.73,-77.13,-5:00
18,USA Northeast,Hampton,Virginia,K4HPT  B,K4HPT  G,443.5,DUP+,5,DV,,,YES,Approximate,37.06,-76.39,-5:00
18,USA Northeast,Hampton,Virginia,W4HPT  B,W4HPT  G,444.2125,DUP+,5,DV,,,YES,Approximate,37.03,-76.34,-5:00
18,USA Northeast,Hampton,Virginia,W4HPT  C,W4HPT  G,145.2,DUP-,0.6,DV,,,YES,Approximate,37.03,-76.34,-5:00
18,USA Northeast,Haymarket,Virginia,W4BRM  B,W4BRM  G,438.225,DUP-,5,DV,,,YES,Approximate,38.93,-77.66,-5:00
18,USA Northeast,Lexington,Virginia,W4ROC  B,W4ROC  G,444.3,DUP+,5,DV,,,YES,Approximate,37.8,-79.18,-5:00
18,USA Northeast,Manassas,Virginia,W4OVH  B,W4OVH  G,442.5125,DUP+,5,DV,,,YES,Approximate,38.79,-77.5,-5:00
18,USA Northeast,Manassas,Virginia,W4OVH  C,W4OVH  G,146.865,DUP-,0.6,DV,,,YES,Approximate,38.79,-77.5,-5:00
18,USA Northeast,Newport News,Virginia,W4MT   C,W4MT   G,146.3,DUP-,0.6,DV,,,YES,Approximate,37.07,-76.45,-5:00
18,USA Northeast,Newport News,Virginia,W4MT   B,W4MT   G,441.8125,DUP+,5,DV,,,YES,Approximate,37.07,-76.45,-5:00
18,USA Northeast,Richmond,Virginia,W4FJ   C,W4FJ   G,147.255,DUP+,0.6,DV,,,YES,Approximate,37.55,-77.46,-5:00
18,USA Northeast,Richmond,Virginia,W4FJ   B,W4FJ   G,443.7125,DUP+,5,DV,,,YES,Approximate,37.55,-77.46,-5:00
18,USA Northeast,Roanoke,Virginia,KO4DQA B,KO4DQA G,440.6,DUP+,5,DV,,,YES,Approximate,37.26,-79.98,+4:30
18,USA Northeast,Stafford,Virginia,WS4VA  B,WS4VA  G,447.275,DUP-,5,DV,,,YES,Approximate,38.35,-77.47,-5:00
18,USA Northeast,Stafford,Virginia,WS4VA  C,WS4VA  G,145.32,DUP-,0.6,DV,,,YES,Approximate,38.35,-77.47,-5:00
18,USA Northeast,Stafford,Virginia,WU5MC  B,WU5MC  G,442.4875,DUP+,5,DV,,,YES,Approximate,38.47,-77.46,-5:00
18,USA Northeast,Tysons Corner,Virginia,NV4FM  B,NV4FM  G,448.035,DUP-,5,DV,,,YES,Approximate,38.91,-77.21,-5:00
18,USA Northeast,Tysons Corner,Virginia,NV4FM  C,NV4FM  G,145.34,DUP-,0.6,DV,,,YES,Approximate,38.91,-77.21,-5:00
18,USA Northeast,Wintergreen,Virginia,WR4CV  B,WR4CV  G,444.9375,DUP+,5,DV,,,YES,Approximate,37.92,-78.94,-5:00
18,USA Northeast,Beckley,West Vir,W8ARA  C,W8ARA  G,145.23,DUP-,0.6,DV,,,YES,Approximate,37.95,-81.3,-5:00
18,USA Northeast,Beckley,West Vir,W8ARA  B,W8ARA  G,444.8,DUP+,5,DV,,,YES,Approximate,37.95,-81.3,-5:00
18,USA Northeast,Summit Bechtel R,West Vir,WV8BSA B,WV8BSA G,441.8125,DUP+,5,DV,,,YES,Approximate,37.91,-81.13,-5:00
19,USA Southeast,Anniston,Alabama,WB4GNA B,WB4GNA G,442.425,DUP+,5,DV,,,YES,Approximate,33.49,-85.8,-6:00
19,USA Southeast,Anniston,Alabama,WB4GNA C,WB4GNA G,145.3,DUP-,0.6,DV,,,YES,Approximate,33.49,-85.8,-6:00
19,USA Southeast,Birmingham,Alabama,K4DSO  B,K4DSO  G,443.2,DUP+,5,DV,,,YES,Approximate,33.4,-86.66,-6:00
19,USA Southeast,Birmingham,Alabama,K4DSO  C,K4DSO  G,145.41,DUP-,0.6,DV,,,YES,Approximate,33.4,-86.66,-6:00
19,USA Southeast,Birmingham,Alabama,KI4SBB C,KI4SBB G,144.96,DUP+,2.5,DV,,,YES,Approximate,33.49,-86.8,-6:00
19,USA Southeast,Birmingham,Alabama,KI4SBB B,KI4SBB G,443.975,DUP+,5,DV,,,YES,Approximate,33.49,-86.8,-6:00
19,USA Southeast,Birmingham,Alabama,KO4TM  B,KO4TM  G,442.075,DUP+,5,DV,,,YES,Approximate,33.44,-86.78,-6:00
19,USA Southeast,Clanton,Alabama,W4AEC  C,W4AEC  G,145.18,DUP-,0.6,DV,,,YES,Approximate,32.8,-86.56,-6:00
19,USA Southeast,Clanton,Alabama,W4AEC  B,W4AEC  G,444.375,DUP+,5,DV,,,YES,Approximate,32.8,-86.56,-6:00
19,USA Southeast,Dadeville,Alabama,WA4TAL B,WA4TAL G,444.525,DUP-,5,DV,,,YES,Approximate,32.95,-85.74,-6:00
19,USA Southeast,Dadeville,Alabama,WA4TAL C,WA4TAL G,145.27,DUP-,0.6,DV,,,YES,Approximate,32.95,-85.74,-6:00
19,USA Southeast,Enterprise,Alabama,KJ4OTP C,KJ4OTP G,145.13,DUP-,0.6,DV,,,YES,Approximate,31.19,-85.5,-6:00
19,USA Southeast,Enterprise,Alabama,KJ4OTP B,KJ4OTP G,442.65,DUP+,5,DV,,,YES,Approximate,31.19,-85.5,-6:00
19,USA Southeast,Fayette,Alabama,KK4QXJ C,KK4QXJ G,145.4,DUP-,0.6,DV,,,YES,Approximate,33.72,-87.81,-6:00
19,USA Southeast,Ft Payne,Alabama,KI4SAY B,KI4SAY G,443.325,DUP+,5,DV,,,YES,Approximate,34.48,-85.69,-6:00
19,USA Southeast,Ft Payne,Alabama,KI4SAY C,KI4SAY G,145.44,DUP-,0.6,DV,,,YES,Approximate,34.48,-85.69,-6:00
19,USA Southeast,Guntersville,Alabama,KI4RYX C,KI4RYX G,145.14,DUP-,0.6,DV,,,YES,Approximate,34.4,-86.2,-6:00
19,USA Southeast,Hamilton,Alabama,KI4WX  B,KI4WX  G,442.55,DUP+,5,DV,,,YES,Approximate,34.12,-88.02,-6:00
19,USA Southeast,Huntsville,Alabama,W4WBC  B,W4WBC  G,443.425,DUP+,5,DV,,,YES,Approximate,34.64,-86.51,-6:00
19,USA Southeast,Huntsville,Alabama,W4WBC  C,W4WBC  G,145.36,DUP-,0.6,DV,,,YES,Approximate,34.64,-86.51,-6:00
19,USA Southeast,Magnolia Springs,Alabama,KI4SAZ B,KI4SAZ G,444.3,DUP+,5,DV,,,YES,Approximate,30.39,-87.81,-6:00
19,USA Southeast,Magnolia Springs,Alabama,KI4SAZ C,KI4SAZ G,145.31,DUP-,0.6,DV,,,YES,Approximate,30.39,-87.81,-6:00
19,USA Southeast,Mentone,Alabama,KI4SBC B,KI4SBC G,443.425,DUP+,5,DV,,,YES,Approximate,34.68,-86.57,-6:00
19,USA Southeast,Millport,Alabama,KN4BOF C,KN4BOF G,145.24,DUP-,0.6,DV,,,YES,Approximate,33.57,-88.07,-6:00
19,USA Southeast,Mobile,Alabama,W4IAX  B,W4IAX  G,444.9,DUP+,5,DV,,,YES,Approximate,30.61,-88.18,-6:00
19,USA Southeast,Mobile,Alabama,W4IAX  C,W4IAX  G,145.39,DUP-,0.6,DV,,,YES,Approximate,30.61,-88.18,-6:00
19,USA Southeast,Montgomery,Alabama,W4AP   B,W4AP   G,443.975,DUP+,5,DV,,,YES,Approximate,32.41,-86.19,-6:00
19,USA Southeast,Montgomery,Alabama,W4AP   C,W4AP   G,146.92,DUP-,0.6,DV,,,YES,Approximate,32.41,-86.19,-6:00
19,USA Southeast,Opelika,Alabama,W4LEE  C,W4LEE  G,147.375,DUP+,0.6,DV,,,YES,Approximate,32.65,-85.38,-6:00
19,USA Southeast,Ozark,Alabama,KJ4SVY C,KJ4SVY G,145.33,DUP-,0.6,DV,,,YES,Approximate,31.41,-85.67,-6:00
19,USA Southeast,Roanoke,Alabama,KJ4JNX C,KJ4JNX G,145.4,DUP-,0.6,DV,,,YES,Approximate,33.16,-85.35,-6:00
19,USA Southeast,Roanoke,Alabama,KJ4JNX B,KJ4JNX G,444.9,DUP+,5,DV,,,YES,Approximate,33.16,-85.35,-6:00
19,USA Southeast,Trussville,Alabama,KK4YOE B,KK4YOE G,442.1,DUP+,5,DV,,,YES,Approximate,33.66,-86.61,-6:00
19,USA Southeast,Trussville,Alabama,KK4YOE C,KK4YOE G,145.04,DUP+,1.4,DV,,,YES,Approximate,33.66,-86.61,-6:00
19,USA Southeast,Tuscaloosa,Alabama,W4KCQ  B,W4KCQ  G,444.075,DUP+,5,DV,,,YES,Approximate,33.21,-87.52,-6:00
19,USA Southeast,Tuscaloosa,Alabama,W4KCQ  C,W4KCQ  G,146.605,DUP-,0.6,DV,,,YES,Approximate,33.21,-87.52,-6:00
19,USA Southeast,Vernon,Alabama,KC4UG  C,KC4UG  G,145.21,DUP-,0.6,DV,,,YES,Approximate,33.75,-88.12,-6:00
19,USA Southeast,Vernon,Alabama,KC4UG  B,KC4UG  G,444.5,DUP+,5,DV,,,YES,Approximate,33.75,-88.12,-6:00
19,USA Southeast,Avon Park,Florida,KM4ECQ B,KM4ECQ G,443.3125,DUP+,5,DV,,,YES,Approximate,27.6,-81.5,-5:00
19,USA Southeast,Bartow,Florida,W4TJM  B,W4TJM  G,444.4875,DUP+,5,DV,,,YES,Approximate,27.88,-81.81,-5:00
19,USA Southeast,Cocoa,Florida,KJ4OXT C,KJ4OXT G,147.045,DUP+,0.6,DV,,,YES,Approximate,28.36,-80.74,-5:00
19,USA Southeast,Crestview,Florida,KO4EOC C,KO4EOC G,145.15,DUP-,0.6,DV,,,YES,Approximate,30.78,-86.56,-5:00
19,USA Southeast,Crestview,Florida,KO4EOC B,KO4EOC G,444.6,DUP+,5,DV,,,YES,Approximate,30.78,-86.56,-5:00
19,USA Southeast,Daytona Beach,Florida,KJ4RYH C,KJ4RYH G,145.38,DUP-,0.6,DV,,,YES,Approximate,29.22,-81.01,-5:00
19,USA Southeast,DeFuniak Springs,Florida,N4EMA  C,N4EMA  G,146.9625,DUP-,0.6,DV,,,YES,Approximate,30.73,-86.11,-5:00
19,USA Southeast,DeFuniak Springs,Florida,N4EMA  B,N4EMA  G,443.1,DUP+,5,DV,,,YES,Approximate,30.73,-86.11,-5:00
19,USA Southeast,Fort Lauderdale,Florida,W4AB   B,W4AB   G,442.45,DUP+,5,DV,,,YES,Approximate,26.12,-80.14,-5:00
19,USA Southeast,Fort Myers,Florida,W4LCO  B,W4LCO  G,443.45,DUP+,5,DV,,,YES,Approximate,26.59,-81.83,-5:00
19,USA Southeast,Fort Pierce,Florida,W4AKH  B,W4AKH  G,444.5,DUP+,5,DV,,,YES,Approximate,27,-80.32,-5:00
19,USA Southeast,Inverness,Florida,KK4ZBF B,KK4ZBF G,445.0125,DUP-,0,DV,,,YES,Approximate,28.88,-82.4,-5:00
19,USA Southeast,Jacksonville,Florida,W4RNG  C,W4RNG  G,146.88,DUP-,0.6,DV,,,YES,Approximate,30.14,-81.53,-5:00
19,USA Southeast,Jacksonville Bea,Florida,KJ4RYG C,KJ4RYG G,145.36,DUP-,0.6,DV,,,YES,Approximate,30.25,-81.4,-5:00
19,USA Southeast,Jay,Florida,KN4JEA C,KN4JEA G,145.12,DUP-,0.6,DV,,,YES,Approximate,30.96,-87.15,-5:00
19,USA Southeast,Kissimmee,Florida,N4ARG  C,N4ARG  G,147.21,DUP+,0.6,DV,,,YES,Approximate,28.33,-81.4,-5:00
19,USA Southeast,Kissimmee,Florida,N4ARG  B,N4ARG  G,444.45,DUP+,5,DV,,,YES,Approximate,28.33,-81.4,-5:00
19,USA Southeast,Madeira Beach,Florida,W4THE  B,W4THE  G,444.5,DUP+,5,DV,,,YES,Approximate,27.81,-82.79,-5:00
19,USA Southeast,Miami,Florida,W4NVU  C,W4NVU  G,147.015,DUP+,0.6,DV,,,YES,Approximate,25.8,-80.21,-5:00
19,USA Southeast,Miami,Florida,W4NVU  B,W4NVU  G,444.075,DUP+,5,DV,,,YES,Approximate,25.8,-80.21,-5:00
19,USA Southeast,Miami,Florida,WD4ARC C,WD4ARC G,145.289,DUP-,0.6,DV,,,YES,Approximate,25.76,-80.42,-5:00
19,USA Southeast,Milton,Florida,KI4WZA C,KI4WZA G,147.33,DUP+,0.6,DV,,,YES,Approximate,30.36,-87.04,-5:00
19,USA Southeast,Milton,Florida,KI4WZA B,KI4WZA G,444.925,DUP+,5,DV,,,YES,Approximate,30.36,-87.04,-5:00
19,USA Southeast,Naples,Florida,AA4PP  C,AA4PP  G,145.49,DUP+,0.6,DV,,,YES,Approximate,26.13,-81.72,-5:00
19,USA Southeast,Naples,Florida,AA4PP  B,AA4PP  G,441.5,DUP+,5,DV,,,YES,Approximate,26.13,-81.72,-5:00
19,USA Southeast,Naples,Florida,AB4NP  C,AB4NP  G,145.27,DUP-,0.6,DV,,,YES,Approximate,26.25,-81.81,-5:00
19,USA Southeast,North Naples,Florida,AC4FL  B,AC4FL  G,443.275,DUP+,5,DV,,,YES,Approximate,26.17,-81.49,-5:00
19,USA Southeast,Ocala,Florida,KG4NXO C,KG4NXO G,145.17,DUP-,0.6,DV,,,YES,Approximate,29.2,-82.17,-5:00
19,USA Southeast,Ocala,Florida,KG4NXO B,KG4NXO G,443.875,DUP+,5,DV,,,YES,Approximate,29.2,-82.17,-5:00
19,USA Southeast,Ocala,Florida,KK4DFC C,KK4DFC G,146.79,DUP-,0.6,DV,,,YES,Approximate,29.13,-82.06,-5:00
19,USA Southeast,Orlando,Florida,K1XC   B,K1XC   G,443.275,DUP+,5,DV,,,YES,Approximate,28.56,-81.35,-5:00
